"","pwsid","district","severity","simpson","ground","surf","imported","recycled","desal","tot.source","propground","propsurf","propdesal","proprecyc","propimport","medinc","buyertier","sellertier","buyers","sellers","region","region2","PWS.name.2015","mean.pop.2015","tot.use.2015","tot.use.2013","tot.use.2015.gpcd","Population.2010","tot.use.2010","tot.use.2010.gpcd","change.tot","percent.change.tot","change.tot.gpcd","percent.change.tot.gpcd","hydrologic.region","nested","J_D_percent.change.tot","cons.st","cons.st.diff","cons.st.dummy"
"144",3010079,"El Toro Water District",158.28375,0.087196269,0,0,1,1,0,2,0,0,0,0.045685279,0.954314721,95.048,0,3,0,1,"South","South","El Toro Water District",48628,2469585606,3124817428,139.137697656573,52019,3209632350,169.0442585915,-740046744,-23.0570564881052,-29.9065609349268,-17.691556746211,"South Coast",1,-0.258687702749034,-0.24,0.018687702749034,1
"145",3010094,"Trabuco Canyon Water District",141.7345,0.499519961,1,1,1,1,0,4,0.090366581,0.028417164,0,0.213412901,0.667803353,138.244,0,3,0,1,"South","South","Trabuco Canyon Water District",13175,790841414,965171927,164.45455829066,14907,1181209875,217.092066703976,-390368461,-33.0481880707271,-52.6375084133151,-24.2466291893987,"South Coast",1,-0.283597818749268,-0.28,0.00359781874926818,1
"146",3010100,"La Palma, City of",193.8227,0.471108499,1,0,1,0,0,2,0.620190476,0,0,0,0.379809524,86.5,0,3,0,1,"South","South","La Palma  City of",15866.6666666667,579934077,721855407,100.138265857028,15544,855358875,150.762285936872,-275424798,-32.1999111776329,-50.6240200798444,-33.5787028999029,"South Coast",1,-0.231767115911603,-0.2,0.0317671159116031,1
"147",3010101,"Santa Margarita Water District",120.5675,0.293676779,1,0,1,1,0,3,0.001902309,0,0,0.176387954,0.821709737,109.737,0,3,0,1,"South","South","Santa Margarita Water District",155420.25,7695274715,9329452206,135.651206484725,155229,11468000094,202.405338820234,-3772725379,-32.8978492158704,-66.7541323355088,-32.9804207362319,"South Coast",1,-0.237171047199841,-0.24,-0.00282895280015855,0
"148",3110001,"North Tahoe Public Utility District",190.8314,0.180957499,3,0,0,0,0,3,0,1,0,0,0,70.972,NA,NA,NA,NA,"North","Central Valley","North Tahoe Public Utility District",7500,337989000,444334000,123.466301369863,7500,483888735,176.763008219178,-145899735,-30.1515047668965,-53.2967068493151,-30.1515047668965,"North Lahontan",0,-0.235809292974017,-0.28,-0.0441907070259835,0
"149",3110004,"Lincoln, City of",171.8005,0.187208748,1,0,1,0,0,2,0.104531131,0,0,0,0.895468869,71.134,0,2,0,1,"North","Central Valley","Lincoln  City of",45632.6666666667,2485808000,3536612000,149.244683122741,41141,2998806753,199.701244800291,-512998753,-17.1067626310631,-50.45656167755,-25.2660226169389,"Sacramento River",1,-0.325965697717571,-0.32,0.0059656977175705,1
"150",3110008,"Roseville, City of",179.84045,0.069076331,0,0,3,1,0,4,0,0,0,0.035821334,0.964178666,73.5825,0,3,0,3,"North","Central Valley","Roseville  City of",122946,7455480649,11122840706,166.137770897971,114078,9904566996,237.870579682683,-2449086347,-24.7268391236999,-71.7328087847121,-30.1562340666101,"Sacramento River",1,-0.349472507328551,-0.28,0.0694725073285505,1
"151",3110010,"Tahoe City Public Utility",192.57425,0.103315025,1,1,1,0,0,3,0.945698166,0.047954866,0,0,0.006346968,68.182,0,1,0,1,"North","Central Valley","Tahoe City Public Utilities District",8654.16666666667,310059160,449728535,98.158168591422,5089,462056718,248.753943100483,-151997558,-32.8958658274502,-150.595774509061,-60.5400552176286,"North Lahontan",1,-0.27085667561288,-0.2,0.0708566756128802,1
"152",3310002,"Beaumont-Cherry Valley Water District",53.92966667,0.445155817,1,0,1,0,0,2,0.66559617,0,0,0,0.33440383,55.817,0,2,0,1,"South","South","Beaumont-Cherry Valley Water District",42921.5,3355468104,4180527176,214.183178561563,42353,3591855573,232.349543125635,-236387469,-6.58120751783357,-18.1663645640713,-7.8185497245624,"South Coast",1,-0.24299617747871,-0.36,-0.11700382252129,0
"153",3310009,"Eastern Municipal Water District",61.9865,0.565600414,1,0,1,1,1,4,0.102133161,0,0.03749192,0.268261151,0.592113769,55.579,2,2,4,1,"South","South","Eastern Municipal Water District",540188.916666667,24820429046,29261458145,125.884062724031,475841,50409149700,290.238250701505,-25588720654,-50.7620557106917,-164.354187977474,-56.6273355011719,"South Coast",1,-0.175295987523829,-0.28,-0.104704012476171,0
"154",3310012,"Elsinore Valley Municipal Water District",95.62195,0.499264832,1,1,1,1,0,4,0.057348637,0.094361424,0,0.170428285,0.677861655,70.862,0,2,0,1,"South","South","Elsinore Valley Municipal Water District",147725,6898535391,8382951565,127.941086218608,123375,8419012287,186.956734246575,-1520476896,-18.0600389234234,-59.0156480279676,-31.5664735297165,"South Coast",1,-0.225647495808174,-0.28,-0.0543525041918264,0
"155",3310021,"Jurupa Community Services District",108.636,0.503108138,2,1,1,0,0,4,0.604606932,0,0,0,0.395393068,71.522,0,1,0,2,"South","South","Jurupa Community Service District",118731,7024433628,8736142580,162.089291241177,101700,7709634660,207.692101668889,-685201032,-8.88759405883443,-45.6028104277124,-21.9569305049521,"South Coast",1,-0.217840206118407,-0.28,-0.0621597938815934,0
"156",3310022,"Lake Hemet Municipal Water District",67.1273,0.513615462,1,1,1,0,0,3,0.622035053,0.307363597,0,0,0.07060135,40.838,0,3,0,1,"South","South","Lake Hemet Municipal Water District",52914,2535951764,3833576868,131.303871415028,52914,4343919681,224.914952771647,-1807967917,-41.620657143085,-93.6110813566185,-41.620657143085,"South Coast",1,-0.388382691898148,-0.28,0.108382691898148,1
"157",3310031,"Riverside, City of",108.636,0.299443916,1,0,1,1,0,3,0.817283211,0,0,0.002163314,0.180553475,55.536,0,4,0,1,"South","South","Riverside  City of",310781.333333333,18908506607,23180418814,166.68995893279,287000,27129376707,258.979301293494,-8220870100,-30.3024658059277,-92.2893423607047,-35.63579865254,"South Coast",1,-0.209653294119393,-0.28,-0.070346705880607,0
"158",3310032,"San Jacinto, City of",67.1273,0,1,0,0,0,0,1,1,0,0,0,0,37.756,NA,NA,NA,NA,"South","South","San Jacinto  City of",15454.6666666667,739781486,988936643,131.144762646503,15200,917922267,165.451021449171,-178140781,-19.4069571470587,-34.3062588026679,-20.7349936568432,"South Coast",0,-0.297558067898117,-0.32,-0.0224419321018834,0
"159",3310038,"Rancho California Water District",91.28393333,0.583583776,1,1,2,1,0,5,0.299339298,0.033205744,0,0.106833752,0.560621206,81.243,0,4,0,2,"South","South","Rancho California Water District",146160.666666667,13086193307,16405967648,245.295709306697,133691,27735133716,568.375341010752,-14648940409,-52.817269817413,-323.079631704055,-56.8426545615995,"South Coast",1,-0.297993766545097,-0.36,-0.0620062334549029,0
"160",3310044,"Rubidoux Community Services District",108.636,0,1,0,0,0,0,1,1,0,0,0,0,51.6405,1,0,1,0,"South","South","Rubidoux Community Service District",30775,1524924000,1849490000,135.755449962721,29900,1884722184,172.69640207083,-359798184,-19.090250385677,-36.9409521081087,-21.3906900578958,"South Coast",0,-0.219421824283176,-0.28,-0.0605781757168238,0
"161",3410001,"Sacramento Suburban Water District",187.8804,0.49347397,1,0,3,0,0,4,0.442877192,0,0,0,0.557122808,46.985,1,2,2,3,"North","Central Valley","Sacramento Suburban Water District",174633.75,8945724000,12562887000,140.344193929938,170615,12387225765,198.913371248814,-3441501765,-27.7826676472139,-58.5691773188761,-29.4445652150824,"Sacramento River",1,-0.300975357222429,-0.32,-0.0190246427775714,0
"162",3410002,"Sacramento County Water Agency",179.84045,0.378518396,1,0,1,1,0,3,0.754786451,0,0,0.018409426,0.226804124,69.597,1,1,2,1,"North","Central Valley","Sacramento County Water Agency",170157.916666667,9039913471,13244342139,145.552359285376,154646,12955184058,229.515506081144,-3915270587,-30.2216515757047,-83.963146795768,-36.5827774468898,"Sacramento River",1,-0.358824992158263,-0.32,0.0388249921582632,1
"163",3410004,"Carmichael Water District",187.8804,0.319982345,1,1,0,0,0,2,0.199985288,0.800014712,0,0,0,58.8955,NA,NA,NA,NA,"North","Central Valley","Carmichael Water District",38354,2327140000,3388950000,166.233666042584,37899,3171181932,229.245354144234,-844041932,-26.6160046978976,-63.0116881016503,-27.4865714670079,"Sacramento River",0,-0.342870608863634,-0.36,-0.0171293911363661,0
"164",3410006,"Citrus Heights Water District",187.8804,0.201599909,1,0,1,0,0,2,0.113735783,0,0,0,0.886264217,60.156,0,3,0,1,"North","Central Valley","Citrus Heights Water District",67333,3232772006,4841500503,131.538912650253,67475,4456338276,180.943252488238,-1223566270,-27.4567636974424,-49.4043398379851,-27.3037757189629,"Sacramento River",1,-0.351124127608145,-0.32,0.0311241276081455,1
"165",3410008,"Elk Grove Water District",181.67015,0.492000381,1,0,1,0,0,2,0.563244048,0,0,0,0.436755952,89.4655,0,2,0,1,"North","Central Valley","Elk Grove Water Service",44200.0833333333,1730721410,2553657410,107.278134690184,34550,1776213801,140.849180342168,-45492391,-2.56120017614929,-33.5710456519845,-23.8347469047598,"Sacramento River",1,-0.357910002215535,-0.28,0.0779100022155353,1
"166",3410009,"Fair Oaks Water District",187.8804,0.18189549,1,0,1,0,0,2,0.101186441,0,0,0,0.898813559,73.194,0,3,0,1,"North","Central Valley","Fair Oaks Water District",36226,2649087380,3994602867,200.347088937106,36226,3845041800,290.795591450627,-1195954420,-31.1038080262222,-90.4485025135206,-31.1038080262223,"Sacramento River",1,-0.359540804977763,-0.36,-0.000459195022237013,0
"167",3410011,"Galt, City of",191.5398,0,1,0,0,0,0,1,1,0,0,0,0,61.8,NA,NA,NA,NA,"North","Central Valley","Galt  City of",24289,1356100000,2019800000,152.963994637631,23647,1685953074,195.333425711854,-329853074,-19.5647838060764,-42.3694310742231,-21.690824762744,"Sacramento River",0,-0.329021471721006,-0.32,0.00902147172100598,1
"168",3410014,"Folsom, City of",177.44974,0.154317197,1,0,4,0,0,5,0.084258011,0,0,0,0.915741989,100.3805,0,3,0,4,"North","Central Valley","Folsom  City of",62830.6666666667,5452797779,7303959735,237.768796510095,61190,8609960973,385.503091560757,-3157163194,-36.6687282776375,-147.734295050662,-38.322467000859,"Sacramento River",1,-0.272641864497291,-0.32,-0.0473581355027091,0
"169",3410015,"Golden State Water Company - Cordova",179.84045,0.481425292,1,1,0,0,0,2,0.403604588,0.596334729,0,0,0,56.136,NA,NA,NA,NA,"North","Central Valley","Golden State Water Company Cordova",43767,3777856274,5342171220,236.486191917286,46154,5030487738,298.61243199509,-1252631464,-24.9007954941963,-62.1262400778042,-20.8049744154074,"Sacramento River",0,-0.305378179174116,-0.36,-0.0546218208258837,0
"170",3410016,"Orange Vale Water Company",187.8804,0,0,0,1,0,0,1,0,0,0,0,1,61.875,0,3,0,1,"North","Central Valley","Orange Vale Water Company",14435.8333333333,1061138430,1674423402,201.389729862666,15200,1410608979,254.255403568854,-349470549,-24.7744452362514,-52.8656737061879,-20.7923501188723,"Sacramento River",1,-0.375183561753386,-0.36,0.0151835617533856,1
"171",3410018,"Rio Linda - Elverta Community Water District",179.84045,0.001468428,1,0,1,0,0,2,1,0,0,0,0.000735294,51.5455,0,3,0,1,"North","Central Valley","Rio Linda - Elverta Community Water District",10998.75,687367538,994597593,171.219341674879,10936,886314720,222.042749346133,-198947182,-22.4465618713858,-50.8234076712544,-22.8890192635959,"Sacramento River",1,-0.321116775543311,-0.36,-0.0388832244566886,0
"172",3410020,"Sacramento, City of",179.84045,0.271249773,1,1,0,0,0,2,0.16174901,0.837898154,0,0,0,46.547,2,0,3,0,"North","Central Valley","Sacramento  City of",478896.75,2.7645e+10,3.8193e+10,158.154604363879,466488,36940750317,216.956352821656,-9295750317,-25.1639456081165,-58.8017484577771,-27.1030314130113,"Sacramento River",0,-0.297746937487357,-0.28,0.0177469374873574,1
"173",3510001,"Hollister Urban Area",191.5605,0.693435485,3,0,1,1,0,5,0.705214249,0,0,0.034933746,0.259852005,62.566,0,1,0,1,"North","North","Hollister  City of",21303.9166666667,886683169,1073625342,114.02921792148,23021,1721470833,204.872005845764,-834787664,-48.492698685183,-90.8427879242844,-44.3412400582803,"Central Coast",1,-0.16284155803547,-0.2,-0.0371584419645303,0
"174",3610001,"Adelanto, City of",38.0817,0,1,0,0,0,0,1,1,0,0,0,0,21.25,NA,NA,NA,NA,"South","South","Adelanto City of",31041.5,1278462540,1446785040,112.837237114521,31765,1585590966,136.756960124545,-307128426,-19.3699656838231,-23.9197230100235,-17.4906805388477,"South Lahontan",0,-0.123495823162557,-0.2,-0.0765041768374428,0
"175",3610003,"Apple Valley Ranchos Water Company",-1.2029,0,1,0,0,0,0,1,1,0,0,0,0,47.083,NA,NA,NA,NA,"South","South","Apple Valley Ranchos Water Company",62602,3122319457,4002574628,136.645792182227,62602,4688995890,205.210122395319,-1566676433,-33.4117681003128,-68.5643302130922,-33.4117681003128,"South Lahontan",0,-0.252838548294037,-0.28,-0.0271614517059632,0
"176",3610004,"West Valley Water District",108.636,0.737285315,4,0,1,0,0,5,0.720111955,0,0,0,0.279888045,53.854,0,2,0,1,"South","South","West Valley Water District",73013.4166666667,5528470256,6690567235,207.448090276396,66571,7032516282,289.422840214063,-1504046026,-21.3870251512914,-81.9747499376672,-28.3235248044131,"South Coast",1,-0.217735039153546,-0.32,-0.102264960846454,0
"177",3610008,"Big Bear Community Services District",34.07425,0,1,0,0,0,0,1,1,0,0,0,0,48.125,NA,NA,NA,NA,"South","South","Big Bear City Community Services District",12411.1666666667,306264498,358534326,67.6069251968004,9424,356806845,103.73015704584,-50542347,-14.1651842469558,-36.12323184904,-34.8242332584886,"South Coast",0,-0.0985198841781866,-0.16,-0.0614801158218134,0
"178",3610012,"Chino, City of",108.636,0.665745393,1,0,2,1,0,4,0.317097077,0,0,0.357666411,0.325236512,70,0,3,0,2,"South","South","Chino  City of",77951.75,4356219748,5158710350,153.10558935056,71506,7647071268,292.994716335711,-3290851520,-43.0341421528386,-139.889126985151,-47.7445903238975,"South Coast",1,-0.199743279725299,-0.24,-0.0402567202747008,0
"179",3610014,"Colton, City of",108.636,0,0,0,1,0,0,1,0,0,0,0,1,42.344,0,2,0,1,"South","South","Colton, City of",47596.75,2938593338,3393058325,169.14895769259,47429,3389502102,195.793863011388,-450908764,-13.3030973408731,-26.6449053187978,-13.6086519306522,"South Coast",1,-0.144296021053283,-0.2,-0.0557039789467167,0
"180",3610015,"Crestline Village Water District",38.0817,0.425448485,1,0,1,0,0,2,0.693069307,0,0,0,0.306930693,45.1385,0,2,0,1,"South","South","Crestline Village Water District",7505.08333333333,198934954,242700278,72.6210818755568,7542,217668468,79.0707991412474,-18733514,-8.60644363059513,-6.44971726569057,-8.15688893464852,"South Lahontan",1,-0.211121361740337,-0.08,0.131121361740337,1
"181",3610018,"Cucamonga Valley Water District",108.636,0.594155994,1,1,1,1,0,4,0.405018473,0.067631363,0,0.042111385,0.485238779,77.969,0,3,0,1,"South","South","Cucamonga Valley Water District",201477.5,13455023559,17122879562,182.963746541602,199225,15833425941,217.739988221482,-2378402382,-15.0214008696704,-34.7762416798795,-15.9714538261597,"South Coast",1,-0.263667764328463,-0.32,-0.0563322356715374,0
"182",3610024,"Hesperia, City of Water District",38.0817,0,1,0,0,0,0,1,1,0,0,0,0,47.874,NA,NA,NA,NA,"South","South","Hesperia Water District City of",91627,4069558471,4884838744,121.683294913221,90173,4429944345,134.594987656148,-360385874,-8.1352235137392,-12.9116927429268,-9.59299671389881,"South Lahontan",0,-0.176635691373993,-0.32,-0.143364308626007,0
"183",3610025,"Joshua Basin Water District",-40.4875,0.465798817,1,1,0,0,0,2,0.630769231,0.369230769,0,0,0,44.375,NA,NA,NA,NA,"South","South","Joshua Basin Water District",9514,446002298,547948500,128.434318279335,9969,508327560,139.700897439597,-62325262,-12.2608465297455,-11.2665791602625,-8.06478653090531,"Colorado River",0,-0.20146070558844,-0.28,-0.0785392944115605,0
"184",3610029,"Monte Vista Water District",108.636,0.397032371,1,0,3,1,0,5,0.739695193,0,0,0.025416178,0.234888628,52.522,1,5,1,3,"South","South","Monte Vista Water District",55249.5,2681649714,3279072237,132.978316868175,52488,6793667499,354.6103427163,-4112017785,-60.5272157579874,-221.632025848125,-62.5001583852387,"South Coast",1,-0.227694231981872,-0.24,-0.0123057680181281,0
"185",3610034,"Ontario, City of",108.636,0.531101156,1,0,2,1,0,4,0.568594996,0,0,0.053616975,0.377788028,54.583,0,4,0,2,"South","South","Ontario  City of",168140,9704507199,11642997339,158.128291638898,168766,11536102953,187.27564506517,-1831595754,-15.8770753127137,-29.1473534262716,-15.5638782694507,"South Coast",1,-0.208836684198695,-0.24,-0.0311633158013047,0
"186",3610036,"Chino Hills, City of",151.22935,0.29608241,1,0,3,1,0,5,0.082562521,0,0,0.087073199,0.830421377,106.581,0,6,0,3,"South","South","Chino Hills  City of",76637.3333333333,3974109066,4981796059,142.071358308861,74738,5239684080,192.07496654065,-1265575014,-24.1536511491357,-50.0036082317886,-26.0333812012958,"South Coast",1,-0.244436850797328,-0.28,-0.0355631492026718,0
"187",3610037,"Redlands, City of",108.636,0.568655174,1,1,1,1,0,4,0.484989993,0.437180342,0,0.070332603,0.007497062,63.594,0,2,0,1,"South","South","Redlands  City of",77852,7473793500,9203836481,263.013751417336,77852,9091894602,319.957101673073,-1618101102,-17.7971827966864,-56.9433502557363,-17.7971827966863,"South Coast",1,-0.214885848500928,-0.36,-0.145114151499072,0
"188",3610038,"Rialto, City of",108.636,0.550125938,1,1,1,0,0,3,0.555279085,0.076328178,0,0,0.368392737,48.765,0,2,0,1,"South","South","Rialto  City of",54036,2858114553,3373549601,144.911740878988,48632,4845404370,272.970070442372,-1987289817,-41.0139106099002,-128.058329563384,-46.9129561918104,"South Coast",1,-0.188108740618462,-0.28,-0.0918912593815385,0
"189",3610043,"Golden State Water Company - Barstow",38.0817,0,1,0,0,0,0,1,1,0,0,0,0,45.817,NA,NA,NA,NA,"South","South","Golden State Water Company Barstow",31209,1712055983,2117610667,150.295246146506,30616,2038849707,182.450013333524,-326793724,-16.0283380809295,-32.1547671870184,-17.6238776854669,"South Lahontan",0,-0.206095591785236,-0.24,-0.0339044082147643,0
"190",3610045,"Big Bear Lake, City of",38.0817,0.046917077,1,0,1,0,0,2,0.975963719,0,0,0,0.024036281,56.345,0,2,0,1,"South","South","City of Big Bear Lake, Dept of Water & Power",25616.8333333333,679800000,790090000,72.7047613258726,25462,718501455,77.3111749660789,-38701455,-5.38641289181523,-4.6064136402063,-5.95827659096814,"South Coast",1,-0.0857080504120977,-0.16,-0.0742919495879023,0
"191",3610049,"Twentynine Palms Water District",-40.4875,0,1,0,0,0,0,1,1,0,0,0,0,38.821,NA,NA,NA,NA,"South","South","Twentynine Palms Water District",18795,780828650,919021262,113.820514782786,18795,871325574,127.012149690059,-90496924,-10.3861204927746,-13.1916349072728,-10.3861204927746,"Colorado River",0,-0.125451043209052,-0.28,-0.154548956790948,0
"192",3610050,"Upland, City of",108.636,0.364106544,1,0,3,0,0,4,0.239334068,0,0,0,0.760665932,71.8495,2,4,1,3,"South","South","Upland  City of",75670,5413433518,7204014047,196.000062202317,73732,6555470418,243.587491537289,-1142036900,-17.421128114074,-47.5874293349722,-19.5360726590049,"South Coast",1,-0.269600898946779,-0.36,-0.090399101053221,0
"193",3610052,"Victorville Water District",38.0817,0.017517392,1,0,0,1,0,2,0.991163215,0,0,0.008836785,0,40.5745,NA,NA,NA,NA,"South","South","Victorville Water District",125566.916666667,6280554902,7786871552,137.034500713154,99642,7505326083,206.364155814803,-1224771181,-16.3186937843271,-69.3296551016496,-33.5957835448264,"South Lahontan",0,-0.219474104598106,-0.28,-0.060525895401894,0
"194",3610055,"Yucaipa Valley Water District",108.636,0.574618293,1,1,2,1,0,5,0.542878393,0.027445147,0,0.077724061,0.351952399,60.226,0,2,0,2,"South","South","Yucaipa Valley Water District",44369.8333333333,3126190000,3871530000,193.034398963013,42171,3705577572,240.740492768679,-579387572,-15.6355537225278,-47.7060938056661,-19.8163978386077,"South Coast",1,-0.200274543995701,-0.36,-0.159725456004299,0
"195",3610064,"East Valley Water District",108.636,0.248344186,1,1,0,0,0,2,0.854722296,0.145277704,0,0,0,49.3,NA,NA,NA,NA,"South","South","East Valley Water District",100629.25,5520881177,7108914847,150.311185413729,63055,6873175143,298.637964160447,-1352293966,-19.6749528109617,-148.326778746718,-49.6677571331913,"South Coast",0,-0.244346778517537,-0.28,-0.0356532214824628,0
"196",3610073,"Hi-Desert WD",-27.2309,0.44739138,3,0,1,1,0,5,0.841153035,0,0,0.038434497,0.120412468,44.375,0,2,0,1,"South","South","Hi-Desert Water District",23900.1666666667,924750056,990712163,106.006030526716,24601,1025453097,114.201070677047,-100703041,-9.82034588364991,-8.19504015033046,-7.17597488512652,"Colorado River",1,-0.0692044749739571,-0.16,-0.0907955250260429,0
"197",3610120,"Phelan Pinon Hills Community Services District",91.0842,0,1,0,0,0,0,1,1,0,0,0,0,49.651,NA,NA,NA,NA,"South","South","Phelan Pinon Hills Community Services District",25160,879844474,1013714014,95.8081401223947,20913,913034502,119.612890978869,-33190028,-3.63513404228398,-23.8047508564747,-19.9014927752895,"South Lahontan",0,-0.152486502169732,-0.32,-0.167513497830268,0
"198",3610121,"San Bernardino County Service Area 64",38.0817,0,1,0,0,0,0,1,1,0,0,0,0,55.4,NA,NA,NA,NA,"South","South","San Bernardino County Service Area 64",14042,769690398,1022443572,150.17382256362,9681,1033925223,292.601161433283,-264234825,-25.5564734394723,-142.427338869663,-48.676272565698,"South Lahontan",0,-0.281856307484343,-0.32,-0.0381436925156566,0
"199",3710001,"CA-American Water - San Diego",94.65275,0,0,0,1,0,0,1,0,0,0,0,1,58.66,0,4,0,1,"South","South","California-American Water Company San Diego District",95358.0833333333,2934021644,3736062571,84.297158479105,95359,3498662187,100.518837810742,-564640543,-16.1387556963355,-16.2216793316368,-16.1379495475059,"South Coast",1,-0.266921317609642,-0.08,0.186921317609642,1
"200",3710002,"Vallecitos Water District",92.7825,0,0,0,1,0,0,1,0,0,0,0,1,61.7535,0,3,0,1,"South","South","Vallecitos Water District",95087.1666666667,4134793926,5466679050,119.134925711878,87728,5077084431,158.556223314154,-942290505,-18.5596776615827,-39.421297602276,-24.8626618232253,"South Coast",1,-0.275157178733375,-0.24,0.0351571787333753,1
"201",3710005,"Carlsbad Municipal Water District",92.7825,0,0,0,1,0,0,1,0,0,0,0,1,82.252,0,3,0,1,"South","South","Carlsbad Municipal Water District",85131,4683267050,5698913361,150.719110901281,84838,4912529676,158.643360448132,-229262626,-4.66689549215458,-7.92424954685069,-4.99500863097356,"South Coast",1,-0.225188681248618,-0.28,-0.0548113187513815,0
"202",3710006,"Escondido, City of",97.27765,0.337532007,0,1,1,1,0,3,0,0.060511848,0,0.139981043,0.799507109,52.426,0,3,0,1,"South","South","Escondido  City of",134053,6188048938,8088544802,126.469073681653,132255,8334616878,172.655603107944,-2146567940,-25.7548483802065,-46.1865294262911,-26.7506693063505,"South Coast",1,-0.26995820039546,-0.2,0.0699582003954596,1
"203",3710008,"Fallbrook PUD",99.83566667,0.079228947,0,1,1,1,0,3,0,0.00163372,0,0.03961771,0.95874857,55.6485,0,3,0,1,"South","South","Fallbrook Public Utility District",34894,2420499343,3032200676,190.047144188544,34894,3518213247,276.234894329676,-1097713904,-31.2008916723859,-86.1877501411319,-31.2008916723859,"South Coast",1,-0.268716783681945,-0.36,-0.0912832163180546,0
"204",3710010,"Helix Water District",101.7728,0.158339396,1,1,1,0,0,3,0.003884255,0.082412454,0,0,0.913703291,56.349,0,3,0,1,"South","South","Helix Water District",270375,9120907293,11180288312,92.4226984895408,267922,10821837561,110.662319742824,-1700930268,-15.7175734565621,-18.2396212532836,-16.4822328825854,"South Coast",1,-0.229503753506154,-0.2,0.0295037535061535,1
"205",3710013,"Lakeside Water District",101.7728,0.280156096,1,0,1,0,0,2,0.168455203,0,0,0,0.831544797,68.939,0,3,0,1,"South","South","Lakeside Water District",35500,1071568935,1370791782,82.6987408836581,33657,1305684957,106.284548838993,-234116022,-17.9305138459981,-23.5858079553345,-22.1911916764721,"South Coast",1,-0.266509878938052,-0.2,0.0665098789380517,1
"206",3710014,"Oceanside, City of",92.7825,0.289121194,1,0,1,1,0,3,0.169070209,0,0,0.004933586,0.825996205,59.135,0,3,0,1,"South","South","Oceanside  City of",171739.5,7418952704,8919661451,118.353074389864,183095,7762748373,116.157206704956,-343795669,-4.42878800755378,2.19586768490866,1.89042741918395,"South Coast",1,-0.199893266584605,-0.2,-0.000106733415394938,0
"207",3710015,"Poway, City of",101.7728,0,0,0,2,0,0,2,0,0,0,0,1,102.031,0,4,0,2,"South","South","Poway  City of",48645.75,2886344301,3948198368,162.55875601629,51789,3230160963,170.880999112045,-343816662,-10.6439482718744,-8.32224309575474,-4.87019805537181,"South Coast",1,-0.322113728779455,-0.32,0.00211372877945476,1
"208",3710016,"Rainbow Municipal Water District",89.46975,0,0,0,1,0,0,1,0,0,0,0,1,69.935,0,3,0,1,"South","South","Rainbow Municipal Water District",19553,3030483442,4042284707,424.625088817257,19495,5916802458,831.516680848971,-2886319016,-48.7817370359807,-406.891592031713,-48.9336656020275,"South Coast",1,-0.462282988505335,-0.36,0.102282988505335,1
"209",3710019,"Ramona Municipal Water District",101.7728,0.196900597,0,0,1,1,0,2,0,0,0,0.11070615,0.88929385,92.672,0,3,0,1,"South","South","Ramona Municipal Water District",34960,1297801063,1679852086,101.705359001285,33600,2323317630,189.442076810176,-1025516567,-44.1401792745833,-87.7367178088909,-46.3132157787757,"South Coast",1,-0.2975351923657,-0.28,0.0175351923657003,1
"210",3710020,"San Diego, City of",94.65275,0.313646594,1,1,1,1,0,4,0.00224712,0.130332978,0,0.050856827,0.816563074,65.1475,1,3,2,1,"South","South","San Diego  City of",1308841.5,53150864495,62423911819,111.257785480989,1324305,66762307986,138.118056518971,-13611443491,-20.3879163282586,-26.8602710379818,-19.4473276810787,"South Coast",1,-0.203293304306864,-0.16,0.0432933043068641,1
"211",3710021,"San Dieguito Water District",92.7825,0.468815637,0,1,1,1,0,3,0,0.681626271,0,0.07005473,0.248318999,84.286,0,3,0,1,"South","South","San Dieguito Water District",37150.5833333333,1780624899,2097668561,131.314879689783,38974,2038198005,143.277675457681,-257573106,-12.6372955604968,-11.9627957678985,-8.34937873586024,"South Coast",1,-0.190653349880595,-0.28,-0.0893466501194051,0
"212",3710023,"Santa Fe Irrigation District",97.27765,0.53911118,0,1,1,1,0,3,0,0.479516454,0,0.041722633,0.478760913,110.216,0,3,0,1,"South","South","Santa Fe Irrigation District",19763.5,2743023829,3665740574,380.253182790609,19386,3881537112,548.558147738306,-1138513283,-29.3315057965109,-168.304964947697,-30.6813353591803,"South Coast",1,-0.332658014511474,-0.36,-0.0273419854885264,0
"213",3710025,"Sweetwater Authority",101.7728,0.44281682,1,1,1,0,0,3,0.257321472,0.043327723,0,0,0.699350805,48.0095,0,3,0,1,"South","South","Sweetwater Authority",190735,5722472419,6936822934,82.1978484672308,177288,6776071545,104.714247864167,-1053599126,-15.5488193860267,-22.5163993969364,-21.5027084243055,"South Coast",1,-0.221700375109234,-0.12,0.101700375109234,1
"214",3710026,"Valley Center Municipal Water District",97.27765,0.002976385,0,0,1,1,0,2,0,0,0,0.001490414,0.998509586,73.482,0,3,0,1,"South","South","Valley Center Municipal Water District",25428.5833333333,3832762242,4828727128,412.949409472918,25378,9619773222,1038.51931097693,-5787010980,-60.1574574207774,-625.569901504015,-60.236713452689,"South Coast",1,-0.364000814628037,-0.36,0.00400081462803736,1
